"id";"kap_id";"kapitel";"tab_id";"tabelle";"jahr";"raum_id";"raum";"zei_id";"zeile";"quelle";"linktabellenkommentar";"zahl"
"080.014.2009.213.090";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"213";"Meschenich";"90";"  Sonstige";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4.00"
"080.014.2009.301.010";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"301";"Klettenberg";"10";"Wahlbeteiligung";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"81.00"
"080.014.2009.301.020";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"301";"Klettenberg";"20";"  SPD";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"24.90"
"080.014.2009.301.030";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"301";"Klettenberg";"30";"  CDU";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"24.80"
"080.014.2009.301.040";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"301";"Klettenberg";"40";"  GRÜNE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"25.10"
"080.014.2009.301.050";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"301";"Klettenberg";"50";"  FDP";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"14.80"
"080.014.2009.301.060";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"301";"Klettenberg";"60";"  DIE LINKE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"7.10"
"080.014.2009.301.065";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"301";"Klettenberg";"65";"  PIRATEN";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1.70"
"080.014.2009.301.090";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"301";"Klettenberg";"90";"  Sonstige";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1.60"
"080.014.2009.302.010";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"302";"Sülz";"10";"Wahlbeteiligung";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"80.20"
"080.014.2009.302.020";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"302";"Sülz";"20";"  SPD";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"23.00"
"080.014.2009.302.030";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"302";"Sülz";"30";"  CDU";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"24.90"
"080.014.2009.302.040";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"302";"Sülz";"40";"  GRÜNE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"24.70"
"080.014.2009.302.050";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"302";"Sülz";"50";"  FDP";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"16.70"
"080.014.2009.302.060";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"302";"Sülz";"60";"  DIE LINKE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"7.10"
"080.014.2009.302.065";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"302";"Sülz";"65";"  PIRATEN";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2.10"
"080.014.2009.302.090";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"302";"Sülz";"90";"  Sonstige";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1.60"
"080.014.2009.303.010";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"303";"Lindenthal";"10";"Wahlbeteiligung";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"81.60"
"080.014.2009.303.020";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"303";"Lindenthal";"20";"  SPD";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"18.90"
"080.014.2009.303.030";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"303";"Lindenthal";"30";"  CDU";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"31.90"
"080.014.2009.303.040";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"303";"Lindenthal";"40";"  GRÜNE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"20.20"
"080.014.2009.303.050";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"303";"Lindenthal";"50";"  FDP";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"21.50"
"080.014.2009.303.060";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"303";"Lindenthal";"60";"  DIE LINKE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4.50"
"080.014.2009.303.065";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"303";"Lindenthal";"65";"  PIRATEN";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1.60"
"080.014.2009.303.090";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"303";"Lindenthal";"90";"  Sonstige";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1.40"
"080.014.2009.304.010";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"304";"Braunsfeld";"10";"Wahlbeteiligung";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"79.80"
"080.014.2009.304.020";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"304";"Braunsfeld";"20";"  SPD";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"20.70"
"080.014.2009.304.030";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"304";"Braunsfeld";"30";"  CDU";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"32.40"
"080.014.2009.304.040";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"304";"Braunsfeld";"40";"  GRÜNE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"17.60"
"080.014.2009.304.050";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"304";"Braunsfeld";"50";"  FDP";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"20.80"
"080.014.2009.304.060";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"304";"Braunsfeld";"60";"  DIE LINKE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"5.40"
"080.014.2009.304.065";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"304";"Braunsfeld";"65";"  PIRATEN";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1.60"
"080.014.2009.304.090";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"304";"Braunsfeld";"90";"  Sonstige";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1.60"
"080.014.2009.305.010";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"305";"Müngersdorf";"10";"Wahlbeteiligung";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"74.90"
"080.014.2009.305.020";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"305";"Müngersdorf";"20";"  SPD";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"18.00"
"080.014.2009.305.030";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"305";"Müngersdorf";"30";"  CDU";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"35.40"
"080.014.2009.305.040";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"305";"Müngersdorf";"40";"  GRÜNE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"11.00"
"080.014.2009.305.050";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"305";"Müngersdorf";"50";"  FDP";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"28.80"
"080.014.2009.305.060";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"305";"Müngersdorf";"60";"  DIE LINKE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4.10"
"080.014.2009.305.065";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"305";"Müngersdorf";"65";"  PIRATEN";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1.10"
"080.014.2009.305.090";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"305";"Müngersdorf";"90";"  Sonstige";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1.60"
"080.014.2009.306.010";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"306";"Junkersdorf";"10";"Wahlbeteiligung";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"81.70"
"080.014.2009.306.020";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"306";"Junkersdorf";"20";"  SPD";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"15.90"
"080.014.2009.306.030";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"306";"Junkersdorf";"30";"  CDU";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"36.60"
"080.014.2009.306.040";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"306";"Junkersdorf";"40";"  GRÜNE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"13.50"
"080.014.2009.306.050";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"306";"Junkersdorf";"50";"  FDP";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"27.30"
"080.014.2009.306.060";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"306";"Junkersdorf";"60";"  DIE LINKE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4.50"
"080.014.2009.306.065";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"306";"Junkersdorf";"65";"  PIRATEN";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1.00"
"080.014.2009.306.090";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"306";"Junkersdorf";"90";"  Sonstige";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1.20"
"080.014.2009.307.010";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"307";"Weiden";"10";"Wahlbeteiligung";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"75.20"
"080.014.2009.307.020";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"307";"Weiden";"20";"  SPD";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"23.00"
"080.014.2009.307.030";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"307";"Weiden";"30";"  CDU";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"33.00"
"080.014.2009.307.040";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"307";"Weiden";"40";"  GRÜNE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"12.70"
"080.014.2009.307.050";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"307";"Weiden";"50";"  FDP";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"20.20"
"080.014.2009.307.060";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"307";"Weiden";"60";"  DIE LINKE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"7.10"
"080.014.2009.307.065";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"307";"Weiden";"65";"  PIRATEN";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1.40"
"080.014.2009.307.090";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"307";"Weiden";"90";"  Sonstige";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2.70"
"080.014.2009.308.010";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"308";"Lövenich";"10";"Wahlbeteiligung";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"81.80"
"080.014.2009.308.020";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"308";"Lövenich";"20";"  SPD";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"21.30"
"080.014.2009.308.030";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"308";"Lövenich";"30";"  CDU";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"35.40"
"080.014.2009.308.040";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"308";"Lövenich";"40";"  GRÜNE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"13.90"
"080.014.2009.308.050";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"308";"Lövenich";"50";"  FDP";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"22.10"
"080.014.2009.308.060";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"308";"Lövenich";"60";"  DIE LINKE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4.50"
"080.014.2009.308.065";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"308";"Lövenich";"65";"  PIRATEN";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1.20"
"080.014.2009.308.090";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"308";"Lövenich";"90";"  Sonstige";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1.50"
"080.014.2009.309.010";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"309";"Widdersdorf";"10";"Wahlbeteiligung";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"78.40"
"080.014.2009.309.020";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"309";"Widdersdorf";"20";"  SPD";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"22.50"
"080.014.2009.309.030";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"309";"Widdersdorf";"30";"  CDU";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"36.30"
"080.014.2009.309.040";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"309";"Widdersdorf";"40";"  GRÜNE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"12.10"
"080.014.2009.309.050";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"309";"Widdersdorf";"50";"  FDP";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"20.30"
"080.014.2009.309.060";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"309";"Widdersdorf";"60";"  DIE LINKE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"5.30"
"080.014.2009.309.065";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"309";"Widdersdorf";"65";"  PIRATEN";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1.30"
"080.014.2009.309.090";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"309";"Widdersdorf";"90";"  Sonstige";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2.20"
"080.014.2009.401.010";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"401";"Ehrenfeld";"10";"Wahlbeteiligung";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"71.20"
"080.014.2009.401.020";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"401";"Ehrenfeld";"20";"  SPD";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"24.40"
"080.014.2009.401.030";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"401";"Ehrenfeld";"30";"  CDU";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"17.40"
"080.014.2009.401.040";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"401";"Ehrenfeld";"40";"  GRÜNE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"30.10"
"080.014.2009.401.050";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"401";"Ehrenfeld";"50";"  FDP";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"11.10"
"080.014.2009.401.060";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"401";"Ehrenfeld";"60";"  DIE LINKE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"11.20"
"080.014.2009.401.065";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"401";"Ehrenfeld";"65";"  PIRATEN";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"3.40"
"080.014.2009.401.090";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"401";"Ehrenfeld";"90";"  Sonstige";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2.40"
"080.014.2009.402.010";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"402";"Neuehrenfeld";"10";"Wahlbeteiligung";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"74.50"
"080.014.2009.402.020";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"402";"Neuehrenfeld";"20";"  SPD";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"25.80"
"080.014.2009.402.030";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"402";"Neuehrenfeld";"30";"  CDU";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"21.90"
"080.014.2009.402.040";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"402";"Neuehrenfeld";"40";"  GRÜNE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"25.00"
"080.014.2009.402.050";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"402";"Neuehrenfeld";"50";"  FDP";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"11.80"
"080.014.2009.402.060";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"402";"Neuehrenfeld";"60";"  DIE LINKE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"10.40"
"080.014.2009.402.065";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"402";"Neuehrenfeld";"65";"  PIRATEN";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2.60"
"080.014.2009.402.090";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"402";"Neuehrenfeld";"90";"  Sonstige";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2.50"
"080.014.2009.403.010";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"403";"Bickendorf";"10";"Wahlbeteiligung";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"60.10"
"080.014.2009.403.020";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"403";"Bickendorf";"20";"  SPD";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"30.10"
"080.014.2009.403.030";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"403";"Bickendorf";"30";"  CDU";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"21.50"
"080.014.2009.403.040";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"403";"Bickendorf";"40";"  GRÜNE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"17.10"
"080.014.2009.403.050";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"403";"Bickendorf";"50";"  FDP";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"12.10"
"080.014.2009.403.060";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"403";"Bickendorf";"60";"  DIE LINKE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"12.80"
"080.014.2009.403.065";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"403";"Bickendorf";"65";"  PIRATEN";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"2.00"
"080.014.2009.403.090";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"403";"Bickendorf";"90";"  Sonstige";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"4.40"
"080.014.2009.404.010";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"404";"Vogelsang";"10";"Wahlbeteiligung";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"68.80"
"080.014.2009.404.020";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"404";"Vogelsang";"20";"  SPD";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"31.40"
"080.014.2009.404.030";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"404";"Vogelsang";"30";"  CDU";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"27.30"
"080.014.2009.404.040";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"404";"Vogelsang";"40";"  GRÜNE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"13.00"
"080.014.2009.404.050";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"404";"Vogelsang";"50";"  FDP";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"14.60"
"080.014.2009.404.060";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"404";"Vogelsang";"60";"  DIE LINKE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"8.50"
"080.014.2009.404.065";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"404";"Vogelsang";"65";"  PIRATEN";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1.50"
"080.014.2009.404.090";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"404";"Vogelsang";"90";"  Sonstige";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"3.70"
"080.014.2009.405.010";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"405";"Bocklemünd/Mengenich";"10";"Wahlbeteiligung";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"60.40"
"080.014.2009.405.020";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"405";"Bocklemünd/Mengenich";"20";"  SPD";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"33.90"
"080.014.2009.405.030";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"405";"Bocklemünd/Mengenich";"30";"  CDU";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"25.30"
"080.014.2009.405.040";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"405";"Bocklemünd/Mengenich";"40";"  GRÜNE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"10.40"
"080.014.2009.405.050";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"405";"Bocklemünd/Mengenich";"50";"  FDP";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"13.40"
"080.014.2009.405.060";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"405";"Bocklemünd/Mengenich";"60";"  DIE LINKE";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"12.10"
"080.014.2009.405.065";"080";"Politische Verhältnisse";"014";"Bundestagswahl 27.09.2009, Zweitstimme";"2009";"405";"Bocklemünd/Mengenich";"65";"  PIRATEN";"Stadt Köln - Amt für Stadtentwicklung und Statistik - Informationsservice";;"1.10"
